iter	RMSE
762	3.390549095
763	3.389625347
764	3.388558729
765	3.386970443
766	3.386516273
767	3.384864523
768	3.383823692
769	3.382392796
770	3.380465244
771	3.380315059
772	3.378055115
773	3.376263025
774	3.374006154
775	3.373843545
776	3.373139921
777	3.371920653
778	3.370250285
779	3.36963602
780	3.366209331
781	3.363756268
782	3.359786518
783	3.35837759
784	3.357833593
785	3.355558388
786	3.35465273
787	3.354381312
788	3.354083878
789	3.351967351
790	3.350923342
791	3.34968676
792	3.349589484
793	3.348019258
794	3.345178499
795	3.344118491
796	3.342577681
797	3.341637934
798	3.339365455
799	3.337487137
800	3.336171015
801	3.335955756
802	3.33464382
803	3.332554701
804	3.330545967
805	3.32946852
806	3.328205164
807	3.326849911
808	3.32469517
809	3.323877866
810	3.322037536
811	3.320640015
812	3.318058991
813	3.316213563
814	3.315724626
815	3.314356015
816	3.312850295
817	3.309879611
818	3.309526186
819	3.308553902
820	3.308150841
821	3.305512742
822	3.303174116
823	3.302231181
824	3.299586149
825	3.299461082
826	3.297364827
827	3.295045772
828	3.293234519
829	3.290934474
830	3.288250237
831	3.285567206
832	3.283399978
833	3.282612676
834	3.281125592
835	3.278564534
836	3.277093414
837	3.276657851
838	3.274048081
839	3.273849663
840	3.272599461
841	3.270798328
842	3.268827513
843	3.268759421
844	3.267519586
845	3.267295375
846	3.266230361
847	3.265769663
848	3.26403464
849	3.262886144
850	3.26109097
851	3.261047174
852	3.260109256
853	3.260021173
854	3.258334065
855	3.255546621
856	3.253668079
857	3.252344737
858	3.248482426
859	3.247133011
860	3.245843217
861	3.245046534
862	3.24243108
863	3.241335845
864	3.239727164
865	3.237181823
866	3.236769432
867	3.235951467
868	3.233191988
869	3.232008446
870	3.231014245
871	3.229892653
872	3.227615436
873	3.227451182
874	3.225150726
875	3.224297095
876	3.224233285
877	3.224125708
878	3.222378152
879	3.22052983
880	3.219395088
881	3.217846114
882	3.215204548
883	3.213223162
884	3.212963189
885	3.211745289
886	3.211347525
887	3.210165506
888	3.210061955
889	3.209057069
890	3.209006397
891	3.207337154
892	3.205278301
893	3.204424798
894	3.203783049
895	3.203583187
896	3.201777892
897	3.198997438
898	3.198442759
899	3.196502975
900	3.193458114
901	3.190734996
902	3.189540783
903	3.189436247
904	3.18633022
905	3.184739318
906	3.183583401
907	3.182716077
908	3.180290457
909	3.179236739
910	3.178207718
911	3.177019492
912	3.17483088
913	3.173672588
914	3.1728436
915	3.172225409
916	3.171512218
917	3.16988489
918	3.169112787
919	3.168866648
920	3.167445418
921	3.165052174
922	3.163914319
923	3.162275965
924	3.161771462
925	3.15964332
926	3.157670481
927	3.152970852
928	3.149787199
929	3.147921604
930	3.147282834
931	3.144722554
932	3.143878977
933	3.142763703
934	3.139305149
935	3.136267287
936	3.135093846
937	3.130486639
938	3.12943577
939	3.126927777
940	3.123608221
941	3.121076965
942	3.119283461
943	3.119235399
944	3.117241747
945	3.116198653
946	3.114299034
947	3.111137396
948	3.108442442
949	3.108358493
950	3.108297503
951	3.10813758
952	3.106882035
953	3.10484222
954	3.104119255
955	3.10183807
956	3.101694974
957	3.099639472
958	3.098810069
959	3.096330928
960	3.095770936
961	3.09501586
962	3.094455016
963	3.092722756
964	3.092387153
965	3.091748125
966	3.089205757
967	3.086488246
968	3.085832352
969	3.08362353
970	3.082947037
971	3.081514552
972	3.080653452
973	3.079605849
974	3.078308658
975	3.078050534
976	3.076242156
977	3.075358654
978	3.074680043
979	3.074637085
980	3.073838621
981	3.072263415
982	3.070561545
983	3.068017506
984	3.066478862
985	3.066159256
986	3.06467694
987	3.061559429
988	3.059490183
989	3.056804108
990	3.055801847
991	3.05258471
992	3.051764772
993	3.051715726
994	3.04986319
995	3.047423661
996	3.04599487
997	3.043541878
998	3.043350563
999	3.042044901
